日時,投手名,球速,球種,コース,カウント,打者左右,結果,モーション,牽制,打球方向
2025-08-18 16:42:14,吉森みひろ,,ストレート,内角低め,2B1S ,左,ストライク, , ,なし
2025-08-18 16:42:30,吉森みひろ,,カーブ,外角高め,2B2S ,左,ボール, , ,なし
2025-08-18 16:42:45,吉森みひろ,,ストレート,真ん中,3B2S ,左,ファール, , ,なし
2025-08-18 16:43:13,吉森みひろ,,ストレート,真ん中高め,3B2S ,左,9フライ, , ,ライト
2025-08-18 16:43:32,吉森みひろ,,ストレート,内角真ん中,0,左,ボール, , ,なし
2025-08-18 16:43:41,吉森みひろ,,ストレート,外角真ん中,1B ,左,ファール, , ,なし
2025-08-18 16:43:58,吉森みひろ,,チェンジアップ,内角低め,1B1S,左,ボール, , ,なし
2025-08-18 16:44:25,吉森みひろ,,ストレート,内角高め,2B1S ,左,ファール, , ,なし
2025-08-18 16:44:48,吉森みひろ,,ストレート,外角真ん中,2B2S ,左,ファール, , ,なし
2025-08-18 16:45:00,吉森みひろ,,カーブ,外角高め,2B2S ,左,ファール, , ,なし
2025-08-18 16:45:19,吉森みひろ,,ストレート,内角低め,2B2S ,左,ボール, , ,なし
2025-08-18 16:45:39,吉森みひろ,,ストレート,真ん中高め,3B2S ,左,四球, , ,なし
2025-08-18 16:45:53,吉森みひろ,,ストレート,外角低め,0,右,ボール, , ,なし
2025-08-18 16:46:07,吉森みひろ,,ストレート,真ん中,1B ,右,ストライク, , ,なし
2025-08-18 16:46:20,吉森みひろ,,ストレート,真ん中高め,1B1S,右,ボール, , ,なし
2025-08-18 16:46:53,吉森みひろ,,ストレート,外角低め,2B1S ,右,7ヒット, , ,レフト
