日時,投手名,球速,球種,コース,カウント,打者左右,結果,モーション,牽制,打球方向
2025-08-20 22:34:42,大野瑛,,ストレート,外角真ん中,1B ,右,ストライク, , ,なし
2025-08-20 22:34:47,大野瑛,,スライダー,真ん中低め,1B1S,右,ボール, , ,なし
2025-08-20 22:34:54,大野瑛,,スライダー,真ん中,2B1S ,右,ストライク, , ,なし
2025-08-20 22:34:59,大野瑛,,ストレート,真ん中低め,2B2S ,右,ボール, , ,なし
2025-08-20 22:35:07,大野瑛,,スライダー,外角真ん中,3B2S ,右,四球, , ,なし
2025-08-20 22:35:17,大野瑛,,ストレート,外角真ん中,0,右,ストライク, , ,なし
2025-08-20 22:35:20,大野瑛,,スライダー,真ん中,1S ,右,ストライク, , ,なし
2025-08-20 22:35:25,大野瑛,,ストレート,外角低め,2S ,右,ボール, , ,なし
2025-08-20 22:35:33,大野瑛,,ストレート,内角真ん中,1B2S ,右,6ゴロ, , ,ショート
2025-08-20 22:35:40,大野瑛,,ストレート,内角真ん中,0,左,ボール, , ,なし
2025-08-20 22:35:47,大野瑛,,スライダー,外角低め,1B ,左,ボール, , ,なし
2025-08-20 22:35:52,大野瑛,,ストレート,外角真ん中,2B ,左,ボール, , ,なし
2025-08-20 22:35:58,大野瑛,,ストレート,外角真ん中,3B ,左,ストライク, , ,なし
2025-08-20 22:36:07,大野瑛,,スライダー,外角高め,3B1S ,左,スイング, , ,なし
2025-08-20 22:36:14,大野瑛,,スライダー,外角低め,3B2S ,左,ファール, , ,なし
2025-08-20 22:36:21,大野瑛,,ストレート,外角低め,3B2S ,左,四球, , ,なし
2025-08-20 22:36:38,大野瑛,,スライダー,外角高め,0,左,ボール, , ,なし
2025-08-20 22:36:44,大野瑛,,ストレート,外角低め,1B ,左,ファール, , ,なし
2025-08-20 22:36:50,大野瑛,,スライダー,真ん中高め,1B1S,左,ボール, , ,なし
2025-08-20 22:37:00,大野瑛,,スライダー,真ん中高め,2B1S ,左,4ゴロ, , ,セカンド
2025-08-20 22:37:07,大野瑛,,ストレート,外角高め,0,右,ボール, , ,なし
2025-08-20 22:37:14,大野瑛,,スライダー,真ん中高め,1B ,右,ストライク, , ,なし
2025-08-20 22:37:27,大野瑛,,スライダー,内角真ん中,1B1S,右,73B , , ,左中間
2025-08-20 22:37:36,大野瑛,,スライダー,真ん中低め,0,右,ボール, , ,なし
2025-08-20 22:37:41,大野瑛,,スライダー,外角真ん中,1B ,右,ストライク, , ,なし
2025-08-20 22:37:47,大野瑛,,ストレート,真ん中低め,1B1S,右,ファール, , ,なし
2025-08-20 22:37:53,大野瑛,,ストレート,外角低め,1B2S ,右,ファール, , ,なし
2025-08-20 22:38:00,大野瑛,,スライダー,真ん中低め,1B2S ,右,ボール, , ,なし
2025-08-20 22:38:07,大野瑛,,スライダー,真ん中高め,2B2S ,右,ファール, , ,なし
