日時,投手名,球速,球種,コース,カウント,打者左右,結果,モーション,牽制,打球方向
2025-08-11 16:24:21,彦坂未望,,ストレート,外角真ん中,0,左,ストライク, , ,なし
2025-08-11 16:24:36,彦坂未望,,スライダー,真ん中,1S ,左,6ゴロ, , ,ショート
2025-08-11 16:25:15,彦坂未望,,ストレート,外角低め,0,右,ボール, , ,なし
2025-08-11 16:25:24,彦坂未望,,スライダー,外角低め,1B ,右,ボール, , ,なし
2025-08-11 16:25:32,彦坂未望,,スライダー,外角低め,2B ,右,ボール, , ,なし
2025-08-11 16:25:41,彦坂未望,,ストレート,内角高め,3B ,右,四球, , ,なし
2025-08-11 16:25:56,彦坂未望,,スライダー,外角低め,0,右,スイング, , ,なし
2025-08-11 16:26:05,彦坂未望,,ストレート,真ん中高め,1S ,右,スイング, , ,なし
2025-08-11 16:26:19,彦坂未望,,スライダー,外角低め,2S ,右,8ヒット, , ,センター
2025-08-11 16:26:43,彦坂未望,,ストレート,外角高め,0,右,ボール, , ,なし
2025-08-11 16:26:58,彦坂未望,,ストレート,外角真ん中,1B ,右,ストライク, , ,なし
2025-08-11 16:27:07,彦坂未望,,スライダー,内角真ん中,1B1S,右,ストライク, , ,なし
2025-08-11 16:27:23,彦坂未望,,スライダー,外角低め,1B2S ,右,5ゴロ, , ,サード
2025-08-11 16:27:35,彦坂未望,,ストレート,真ん中低め,0,右,ボール, , ,なし
2025-08-11 16:27:43,彦坂未望,,スライダー,真ん中,1B ,右,ファール, , ,なし
2025-08-11 16:27:52,彦坂未望,,スライダー,真ん中,1B1S,右,スイング, , ,なし
2025-08-11 16:28:04,彦坂未望,,ストレート,外角低め,1B2S ,右,ボール, , ,なし
2025-08-11 16:28:12,彦坂未望,,ストレート,外角低め,2B2S ,右,見三振, , ,なし
2025-08-11 16:28:26,彦坂未望,,ストレート,外角低め,0,右,ストライク, , ,なし
2025-08-11 16:28:34,彦坂未望,,ストレート,外角真ん中,1S ,右,ストライク, , ,なし
2025-08-11 16:28:42,彦坂未望,,ストレート,外角真ん中,2S ,右,ボール, , ,なし
2025-08-11 16:28:55,彦坂未望,,スライダー,外角低め,1B2S ,右,空三振, , ,なし
2025-08-11 16:29:07,彦坂未望,,スライダー,真ん中低め,0,右,ストライク, , ,なし
2025-08-11 16:29:15,彦坂未望,,カーブ,外角低め,1S ,右,ストライク, , ,なし
2025-08-11 16:29:33,彦坂未望,,スライダー,外角低め,2S ,右,4ライナー, , ,セカンド
2025-08-11 16:29:58,彦坂未望,,ストレート,内角真ん中,0,右,6フライ, , ,ショート
2025-08-11 16:30:04,彦坂未望,,ストレート,真ん中,0,右,ストライク, , ,なし
2025-08-11 16:30:15,彦坂未望,,スライダー,真ん中,1S ,右,6ゴロ, , ,ショート
2025-08-15 16:56:47,彦坂未望,,ストレート,外角高め,0,左,ファール, , ,なし
2025-08-15 16:57:04,彦坂未望,,ストレート,外角真ん中,1S ,左,ボール, , ,なし
2025-08-15 16:57:23,彦坂未望,,ストレート,内角真ん中,1B1S,左,ボール, , ,なし
2025-08-15 16:57:40,彦坂未望,,ストレート,内角真ん中,2B1S ,左,4ゴロ, , ,セカンド
2025-08-15 16:57:56,彦坂未望,,ストレート,内角低め,0,左,3フライ, , ,ファースト
2025-08-15 16:58:08,彦坂未望,,ストレート,内角低め,0,左,ボール, , ,なし
2025-08-15 16:58:22,彦坂未望,,ストレート,外角低め,1B ,左,ボール, , ,なし
2025-08-15 16:58:32,彦坂未望,,スライダー,外角高め,2B ,左,ボール, , ,なし
2025-08-15 16:58:55,彦坂未望,,ストレート,外角低め,2B1S ,左,四球, , ,なし
2025-08-15 16:59:20,彦坂未望,,ストレート,外角真ん中,0,左,スイング, , ,なし
2025-08-15 16:59:34,彦坂未望,,ストレート,内角真ん中,1S ,左,ファール, , ,なし
2025-08-15 16:59:45,彦坂未望,,スライダー,外角低め,2S ,左,ボール, , ,なし
2025-08-15 16:59:55,彦坂未望,,ストレート,内角高め,1B2S ,左,ファール, , ,なし
2025-08-15 17:00:11,彦坂未望,,カーブ,外角真ん中,1B2S ,左,ボール, , ,なし
2025-08-15 17:00:26,彦坂未望,,ストレート,内角低め,2B2S ,左,6ゴロ, , ,ショート
2025-08-16 10:00:48,彦坂未望,,ストレート,外角真ん中,0,右,ファール, , ,なし
2025-08-16 10:01:06,彦坂未望,,ストレート,外角高め,1S ,右,ボール, , ,なし
2025-08-16 10:01:27,彦坂未望,,ストレート,外角低め,1B1S,右,ボール, , ,なし
2025-08-16 10:01:46,彦坂未望,,スライダー,外角低め,2B1S ,右,9フライ, , ,ライト
2025-08-16 10:02:04,彦坂未望,,ストレート,外角真ん中,0,左,ファール, , ,なし
2025-08-16 10:02:25,彦坂未望,,ストレート,真ん中,1S ,左,8フライ, , ,センター
2025-08-16 10:02:43,彦坂未望,,カーブ,真ん中低め,0,左,ボール, , ,なし
2025-08-16 10:02:59,彦坂未望,,カーブ,外角高め,1B ,左,ボール, , ,なし
